,idDem,cantMujeres,porcentajeMujeres,cantPersonas
3564,dem3565,0.0,0.0,5744.0
3565,dem3566,0.0,0.0,26282.0
3566,dem3567,0.0,0.0,4227.0
3567,dem3568,0.0,0.0,10167.0
3568,dem3569,0.0,0.0,13560.0
3569,dem3570,0.0,0.0,2625.0
3570,dem3571,0.0,0.0,4691.0
3571,dem3572,0.0,0.0,7208.0
3572,dem3573,0.0,0.0,8313.0
3573,dem3574,0.0,0.0,29422.0
3574,dem3575,0.0,0.0,42494.0
3575,dem3576,0.0,0.0,21565.0
3576,dem3577,0.0,0.0,14497.0
3577,dem3578,0.0,0.0,87724.0
3578,dem3579,0.0,0.0,569834.0
3579,dem3580,0.0,0.0,12870.0
3580,dem3581,0.0,0.0,26680.0
3581,dem3582,0.0,0.0,17615.0
3582,dem3583,0.0,0.0,9010.0
3583,dem3584,0.0,0.0,8681.0
3584,dem3585,0.0,0.0,4448.0
3585,dem3586,0.0,0.0,11352.0
3586,dem3587,0.0,0.0,53484.0
3587,dem3588,0.0,0.0,12283.0
3588,dem3589,0.0,0.0,3550.0
3589,dem3590,0.0,0.0,5618.0
3590,dem3591,0.0,0.0,21517.0
3591,dem3592,0.0,0.0,7849.0
3592,dem3593,0.0,0.0,10226.0
3593,dem3594,0.0,0.0,16173.0
3594,dem3595,0.0,0.0,10967.0
3595,dem3596,0.0,0.0,5334.0
3596,dem3597,0.0,0.0,4607.0
3597,dem3598,0.0,0.0,58306.0
3598,dem3599,0.0,0.0,317549.0
3599,dem3600,0.0,0.0,275022.0
3600,dem3601,0.0,0.0,3903.0
3601,dem3602,0.0,0.0,70735.0
3602,dem3603,0.0,0.0,7427.0
3603,dem3604,0.0,0.0,5524.0
3604,dem3605,0.0,0.0,21653.0
3605,dem3606,0.0,0.0,7603.0
3606,dem3607,0.0,0.0,8092.0
3607,dem3608,0.0,0.0,26183.0
3608,dem3609,0.0,0.0,15120.0
3609,dem3610,0.0,0.0,18795.0
3610,dem3611,0.0,0.0,8876.0
3611,dem3612,0.0,0.0,9684.0
3612,dem3613,0.0,0.0,7828.0
3613,dem3614,0.0,0.0,9396.0
3614,dem3615,0.0,0.0,9285.0
3615,dem3616,0.0,0.0,7544.0
3616,dem3617,0.0,0.0,9186.0
3617,dem3618,0.0,0.0,13904.0
3618,dem3619,0.0,0.0,20173.0
3619,dem3620,0.0,0.0,31042.0
3620,dem3621,0.0,0.0,157728.0
3621,dem3622,0.0,0.0,6881.0
3622,dem3623,0.0,0.0,41569.0
3623,dem3624,0.0,0.0,26858.0
3624,dem3625,0.0,0.0,63990.0
3625,dem3626,0.0,0.0,98549.0
3626,dem3627,0.0,0.0,31421.0
3627,dem3628,0.0,0.0,38185.0
3628,dem3629,0.0,0.0,14614.0
3629,dem3630,0.0,0.0,325957.0
3630,dem3631,0.0,0.0,69083.0
3631,dem3632,0.0,0.0,57911.0
3632,dem3633,0.0,0.0,22201.0
3633,dem3634,0.0,0.0,40530.0
3634,dem3635,0.0,0.0,17904.0
3635,dem3636,0.0,0.0,106957.0
3636,dem3637,0.0,0.0,12577.0
3637,dem3638,0.0,0.0,29656.0
3638,dem3639,0.0,0.0,6333.0
3639,dem3640,0.0,0.0,21446.0
3640,dem3641,0.0,0.0,20739.0
3641,dem3642,0.0,0.0,18686.0
3642,dem3643,0.0,0.0,137948.0
3643,dem3644,0.0,0.0,14007.0
3644,dem3645,0.0,0.0,44423.0
3645,dem3646,0.0,0.0,27501.0
3646,dem3647,0.0,0.0,3295.0
3647,dem3648,0.0,0.0,1314.0
3648,dem3649,0.0,0.0,9909.0
3649,dem3650,0.0,0.0,36487.0
3650,dem3651,0.0,0.0,8154.0
3651,dem3652,0.0,0.0,15328.0
3652,dem3653,0.0,0.0,12238.0
3653,dem3654,0.0,0.0,9017.0
3654,dem3655,0.0,0.0,34830.0
3655,dem3656,0.0,0.0,130827.0
3656,dem3657,0.0,0.0,20138.0
3657,dem3658,0.0,0.0,27080.0
3658,dem3659,0.0,0.0,13645.0
3659,dem3660,0.0,0.0,5378.0
3660,dem3661,0.0,0.0,16008.0
3661,dem3662,0.0,0.0,11229.0
3662,dem3663,0.0,0.0,52615.0
3663,dem3664,0.0,0.0,33571.0
3664,dem3665,0.0,0.0,41112.0
3665,dem3666,0.0,0.0,27708.0
3666,dem3667,0.0,0.0,1260657.0
3667,dem3668,0.0,0.0,153585.0
3668,dem3669,0.0,0.0,18302.0
3669,dem3670,0.0,0.0,37532.0
3670,dem3671,0.0,0.0,31819.0
3671,dem3672,0.0,0.0,37311.0
3672,dem3673,0.0,0.0,80426.0
3673,dem3674,0.0,0.0,15127.0
3674,dem3675,0.0,0.0,10412.0
3675,dem3676,0.0,0.0,16218.0
3676,dem3677,0.0,0.0,223285.0
3677,dem3678,0.0,0.0,12246.0
3678,dem3679,0.0,0.0,72471.0
3679,dem3680,0.0,0.0,29319.0
3680,dem3681,0.0,0.0,17198.0
3681,dem3682,0.0,0.0,47228.0
3682,dem3683,0.0,0.0,9307.0
3683,dem3684,0.0,0.0,107348.0
3684,dem3685,0.0,0.0,69383.0
3685,dem3686,0.0,0.0,28121.0
3686,dem3687,0.0,0.0,20927.0
3687,dem3688,0.0,0.0,96751.0
3688,dem3689,0.0,0.0,256720.0
3689,dem3690,0.0,0.0,13050.0
3690,dem3691,0.0,0.0,18232.0
3691,dem3692,0.0,0.0,3416.0
3692,dem3693,0.0,0.0,32768.0
3693,dem3694,0.0,0.0,42029.0
3694,dem3695,0.0,0.0,42985.0
3695,dem3696,0.0,0.0,9809.0
3696,dem3697,0.0,0.0,32050.0
3697,dem3698,0.0,0.0,20389.0
3698,dem3699,0.0,0.0,118759.0
3699,dem3700,0.0,0.0,23781.0
3700,dem3701,0.0,0.0,5737.0
3701,dem3702,0.0,0.0,5439.0
3702,dem3703,0.0,0.0,8483.0
3703,dem3704,0.0,0.0,23250.0
3704,dem3705,0.0,0.0,64104.0
3705,dem3706,0.0,0.0,31244.0
3706,dem3707,0.0,0.0,7710.0
3707,dem3708,0.0,0.0,3375.0
3708,dem3709,0.0,0.0,18050.0
3709,dem3710,0.0,0.0,9093.0
3710,dem3711,0.0,0.0,225421.0
3711,dem3712,0.0,0.0,7526.0
3712,dem3713,0.0,0.0,20851.0
3713,dem3714,0.0,0.0,7850.0
3714,dem3715,0.0,0.0,13015.0
3715,dem3716,0.0,0.0,9460.0
3716,dem3717,0.0,0.0,17081.0
3717,dem3718,0.0,0.0,35842.0
3718,dem3719,0.0,0.0,15396.0
3719,dem3720,0.0,0.0,13538.0
3720,dem3721,0.0,0.0,33753.0
3721,dem3722,0.0,0.0,37135.0
3722,dem3723,0.0,0.0,10070.0
3723,dem3724,0.0,0.0,34308.0
3724,dem3725,0.0,0.0,13513.0
3725,dem3726,0.0,0.0,6224.0
3726,dem3727,0.0,0.0,14148.0
3727,dem3728,0.0,0.0,17847.0
3728,dem3729,0.0,0.0,8792.0
3729,dem3730,0.0,0.0,81519.0
3730,dem3731,0.0,0.0,15297.0
3731,dem3732,0.0,0.0,25447.0
3732,dem3733,0.0,0.0,15335.0
3733,dem3734,0.0,0.0,13858.0
3734,dem3735,0.0,0.0,45203.0
3735,dem3736,0.0,0.0,26541.0
3736,dem3737,0.0,0.0,19203.0
3737,dem3738,0.0,0.0,8274.0
3738,dem3739,0.0,0.0,9513.0
3739,dem3740,0.0,0.0,19236.0
3740,dem3741,0.0,0.0,7679.0
3741,dem3742,0.0,0.0,13106.0
3742,dem3743,0.0,0.0,23030.0
3743,dem3744,0.0,0.0,5740.0
3744,dem3745,0.0,0.0,35990.0
3745,dem3746,0.0,0.0,8518.0
3746,dem3747,0.0,0.0,40497.0
3747,dem3748,0.0,0.0,18678.0
3748,dem3749,0.0,0.0,18648.0
3749,dem3750,0.0,0.0,54471.0
3750,dem3751,0.0,0.0,10769.0
3751,dem3752,0.0,0.0,16519.0
3752,dem3753,0.0,0.0,18464.0
3753,dem3754,0.0,0.0,4274.0
3754,dem3755,0.0,0.0,10595.0
3755,dem3756,0.0,0.0,93145.0
3756,dem3757,0.0,0.0,52757.0
3757,dem3758,0.0,0.0,4665.0
3758,dem3759,0.0,0.0,15575.0
3759,dem3760,0.0,0.0,7536.0
3760,dem3761,0.0,0.0,29004.0
3761,dem3762,0.0,0.0,7117.0
3762,dem3763,0.0,0.0,7338.0
3763,dem3764,0.0,0.0,287943.0
3764,dem3765,0.0,0.0,37840.0
3765,dem3766,0.0,0.0,115551.0
3766,dem3767,0.0,0.0,25037.0
3767,dem3768,0.0,0.0,15840.0
3768,dem3769,0.0,0.0,5679.0
3769,dem3770,0.0,0.0,39684.0
3770,dem3771,0.0,0.0,22991.0
3771,dem3772,0.0,0.0,25177.0
3772,dem3773,0.0,0.0,1889.0
3773,dem3774,0.0,0.0,17137.0
3774,dem3775,0.0,0.0,1828619.0
3775,dem3776,0.0,0.0,26672.0
3776,dem3777,0.0,0.0,15667.0
3777,dem3778,0.0,0.0,19980.0
3778,dem3779,0.0,0.0,45347.0
3779,dem3780,0.0,0.0,6624.0
3780,dem3781,0.0,0.0,12081.0
3781,dem3782,0.0,0.0,12846.0
3782,dem3783,0.0,0.0,5507.0
3783,dem3784,0.0,0.0,15272.0
3784,dem3785,0.0,0.0,28929.0
3785,dem3786,0.0,0.0,6454.0
3786,dem3787,0.0,0.0,141806.0
3787,dem3788,0.0,0.0,8803.0
3788,dem3789,0.0,0.0,223104.0
3789,dem3790,0.0,0.0,51251.0
3790,dem3791,0.0,0.0,16738.0
3791,dem3792,0.0,0.0,27022.0
3792,dem3793,0.0,0.0,56979.0
3793,dem3794,0.0,0.0,22616.0
3794,dem3795,0.0,0.0,13602.0
3795,dem3796,0.0,0.0,6398.0
3796,dem3797,0.0,0.0,4332.0
3797,dem3798,0.0,0.0,5278.0
3798,dem3799,0.0,0.0,13130.0
3799,dem3800,0.0,0.0,8990.0
3800,dem3801,0.0,0.0,6127.0
3801,dem3802,0.0,0.0,45883.0
3802,dem3803,0.0,0.0,8042.0
3803,dem3804,0.0,0.0,13183.0
3804,dem3805,0.0,0.0,69472.0
3805,dem3806,0.0,0.0,7093.0
3806,dem3807,0.0,0.0,19673.0
3807,dem3808,0.0,0.0,32024.0
3808,dem3809,0.0,0.0,19529.0
3809,dem3810,0.0,0.0,8972.0
3810,dem3811,0.0,0.0,18319.0
3811,dem3812,0.0,0.0,30289.0
3812,dem3813,0.0,0.0,30994.0
3813,dem3814,0.0,0.0,4110.0
3814,dem3815,0.0,0.0,21447.0
3815,dem3816,0.0,0.0,9598.0
3816,dem3817,0.0,0.0,5546.0
3817,dem3818,0.0,0.0,26252.0
3818,dem3819,0.0,0.0,14534.0
3819,dem3820,0.0,0.0,361323.0
3820,dem3821,0.0,0.0,8923.0
3821,dem3822,0.0,0.0,6846.0
3822,dem3823,0.0,0.0,11393.0
3823,dem3824,0.0,0.0,19882.0
3824,dem3825,0.0,0.0,22432.0
3825,dem3826,0.0,0.0,14598.0
3826,dem3827,0.0,0.0,14046.0
3827,dem3828,0.0,0.0,24164.0
3828,dem3829,0.0,0.0,24813.0
3829,dem3830,0.0,0.0,17638.0
3830,dem3831,0.0,0.0,13422.0
3831,dem3832,0.0,0.0,13897.0
3832,dem3833,0.0,0.0,35289.0
3833,dem3834,0.0,0.0,11052.0
3834,dem3835,0.0,0.0,20650.0
3835,dem3836,0.0,0.0,21590.0
3836,dem3837,0.0,0.0,323662.0
3837,dem3838,0.0,0.0,95935.0
3838,dem3839,0.0,0.0,59425.0
3839,dem3840,0.0,0.0,22792.0
3840,dem3841,0.0,0.0,18575.0
3841,dem3842,0.0,0.0,38556.0
3842,dem3843,0.0,0.0,32657.0
3843,dem3844,0.0,0.0,28330.0
3844,dem3845,0.0,0.0,34220.0
3845,dem3846,0.0,0.0,33374.0
3846,dem3847,0.0,0.0,32801.0
3847,dem3848,0.0,0.0,33503.0
3848,dem3849,0.0,0.0,6937.0
3849,dem3850,0.0,0.0,16257.0
3850,dem3851,0.0,0.0,22049.0
3851,dem3852,0.0,0.0,12254.0
3852,dem3853,0.0,0.0,12628.0
3853,dem3854,0.0,0.0,6241.0
3854,dem3855,0.0,0.0,5277.0
3855,dem3856,0.0,0.0,15748.0
3856,dem3857,0.0,0.0,7416.0
3857,dem3858,0.0,0.0,4292.0
3858,dem3859,0.0,0.0,2369.0
3859,dem3860,0.0,0.0,13985.0
3860,dem3861,0.0,0.0,32365.0
3861,dem3862,0.0,0.0,8649.0
3862,dem3863,0.0,0.0,88719.0
3863,dem3864,0.0,0.0,10425.0
3864,dem3865,0.0,0.0,11680.0
3865,dem3866,0.0,0.0,10184.0
3866,dem3867,0.0,0.0,1922.0
3867,dem3868,0.0,0.0,7514.0
3868,dem3869,0.0,0.0,49628.0
3869,dem3870,0.0,0.0,10878.0
3870,dem3871,0.0,0.0,15834.0
3871,dem3872,0.0,0.0,7625.0
3872,dem3873,0.0,0.0,72236.0
3873,dem3874,0.0,0.0,8856.0
3874,dem3875,0.0,0.0,10259.0
3875,dem3876,0.0,0.0,18768.0
3876,dem3877,0.0,0.0,7238.0
3877,dem3878,0.0,0.0,19522.0
3878,dem3879,0.0,0.0,18192.0
3879,dem3880,0.0,0.0,90313.0
3880,dem3881,0.0,0.0,4736.0
3881,dem3882,0.0,0.0,11077.0
3882,dem3883,0.0,0.0,8786.0
3883,dem3884,0.0,0.0,81806.0
3884,dem3885,0.0,0.0,11977.0
3885,dem3886,0.0,0.0,26144.0
3886,dem3887,0.0,0.0,12336.0
3887,dem3888,0.0,0.0,2110.0
3888,dem3889,0.0,0.0,5796.0
3889,dem3890,0.0,0.0,3269.0
3890,dem3891,0.0,0.0,5555.0
3891,dem3892,0.0,0.0,3068.0
3892,dem3893,0.0,0.0,2355.0
3893,dem3894,0.0,0.0,6529.0
3894,dem3895,0.0,0.0,19452.0
3895,dem3896,0.0,0.0,8853.0
3896,dem3897,0.0,0.0,6079.0
3897,dem3898,0.0,0.0,64193.0
3898,dem3899,0.0,0.0,3784.0
3899,dem3900,0.0,0.0,7800.0
3900,dem3901,0.0,0.0,84724.0
3901,dem3902,0.0,0.0,2209.0
3902,dem3903,0.0,0.0,11464.0
3903,dem3904,0.0,0.0,5160.0
3904,dem3905,0.0,0.0,23252.0
3905,dem3906,0.0,0.0,6787.0
3906,dem3907,0.0,0.0,4217.0
3907,dem3908,0.0,0.0,5957.0
3908,dem3909,0.0,0.0,7322.0
3909,dem3910,0.0,0.0,8738.0
3910,dem3911,0.0,0.0,4257.0
3911,dem3912,0.0,0.0,8511.0
3912,dem3913,0.0,0.0,8866.0
3913,dem3914,0.0,0.0,8688.0
3914,dem3915,0.0,0.0,27902.0
3915,dem3916,0.0,0.0,21097.0
3916,dem3917,0.0,0.0,10129.0
3917,dem3918,0.0,0.0,335407.0
3918,dem3919,0.0,0.0,203076.0
3919,dem3920,0.0,0.0,20505.0
3920,dem3921,0.0,0.0,28179.0
3921,dem3922,0.0,0.0,11446.0
3922,dem3923,0.0,0.0,8890.0
3923,dem3924,0.0,0.0,44226.0
3924,dem3925,0.0,0.0,9499.0
3925,dem3926,0.0,0.0,64258.0
3926,dem3927,0.0,0.0,5163.0
3927,dem3928,0.0,0.0,15186.0
3928,dem3929,0.0,0.0,7490.0
3929,dem3930,0.0,0.0,17180.0
3930,dem3931,0.0,0.0,6616.0
3931,dem3932,0.0,0.0,17131.0
3932,dem3933,0.0,0.0,8794.0
3933,dem3934,0.0,0.0,35127.0
3934,dem3935,0.0,0.0,11815.0
3935,dem3936,0.0,0.0,15083.0
3936,dem3937,0.0,0.0,8768.0
3937,dem3938,0.0,0.0,16356.0
3938,dem3939,0.0,0.0,142635.0
3939,dem3940,0.0,0.0,39523.0
3940,dem3941,0.0,0.0,19667.0
3941,dem3942,0.0,0.0,35357.0
3942,dem3943,0.0,0.0,13500.0
3943,dem3944,0.0,0.0,17526.0
3944,dem3945,0.0,0.0,43923.0
3945,dem3946,0.0,0.0,18682.0
3946,dem3947,0.0,0.0,26860.0
3947,dem3948,0.0,0.0,10292.0
3948,dem3949,0.0,0.0,12800.0
3949,dem3950,0.0,0.0,18826.0
3950,dem3951,0.0,0.0,18012.0
3951,dem3952,0.0,0.0,24072.0
3952,dem3953,0.0,0.0,14808.0
3953,dem3954,0.0,0.0,34351.0
3954,dem3955,0.0,0.0,42781.0
3955,dem3956,0.0,0.0,4653.0
3956,dem3957,0.0,0.0,10547.0
3957,dem3958,0.0,0.0,70229.0
3958,dem3959,0.0,0.0,7910.0
3959,dem3960,0.0,0.0,16202.0
3960,dem3961,0.0,0.0,19126.0
3961,dem3962,0.0,0.0,3628.0
3962,dem3963,0.0,0.0,17721.0
3963,dem3964,0.0,0.0,605706.0
3964,dem3965,0.0,0.0,93851.0
3965,dem3966,0.0,0.0,14420.0
3966,dem3967,0.0,0.0,21964.0
3967,dem3968,0.0,0.0,44865.0
3968,dem3969,0.0,0.0,30216.0
3969,dem3970,0.0,0.0,8449.0
3970,dem3971,0.0,0.0,7381.0
3971,dem3972,0.0,0.0,4759.0
3972,dem3973,0.0,0.0,2669.0
3973,dem3974,0.0,0.0,13923.0
3974,dem3975,0.0,0.0,10270.0
3975,dem3976,0.0,0.0,4369.0
3976,dem3977,0.0,0.0,27574.0
3977,dem3978,0.0,0.0,3284.0
3978,dem3979,0.0,0.0,5894.0
3979,dem3980,0.0,0.0,11507.0
3980,dem3981,0.0,0.0,68705.0
3981,dem3982,0.0,0.0,3815.0
3982,dem3983,0.0,0.0,96765.0
3983,dem3984,0.0,0.0,39493.0
3984,dem3985,0.0,0.0,5167.0
3985,dem3986,0.0,0.0,9169.0
3986,dem3987,0.0,0.0,5344.0
3987,dem3988,0.0,0.0,3157.0
3988,dem3989,0.0,0.0,299609.0
3989,dem3990,0.0,0.0,5865.0
3990,dem3991,0.0,0.0,23654.0
3991,dem3992,0.0,0.0,9524.0
3992,dem3993,0.0,0.0,26716.0
3993,dem3994,0.0,0.0,60801.0
3994,dem3995,0.0,0.0,11192.0
3995,dem3996,0.0,0.0,15643.0
3996,dem3997,0.0,0.0,8585.0
3997,dem3998,0.0,0.0,7440.0
3998,dem3999,0.0,0.0,22800.0
3999,dem4000,0.0,0.0,6809.0
4000,dem4001,0.0,0.0,6184.0
4001,dem4002,0.0,0.0,5869.0
4002,dem4003,0.0,0.0,1867.0
4003,dem4004,0.0,0.0,7424.0
4004,dem4005,0.0,0.0,8613.0
4005,dem4006,0.0,0.0,5443.0
4006,dem4007,0.0,0.0,1964.0
4007,dem4008,0.0,0.0,11386.0
4008,dem4009,0.0,0.0,28424.0
4009,dem4010,0.0,0.0,3887.0
4010,dem4011,0.0,0.0,5700.0
4011,dem4012,0.0,0.0,11574.0
4012,dem4013,0.0,0.0,14461.0
4013,dem4014,0.0,0.0,14342.0
4014,dem4015,0.0,0.0,3498.0
4015,dem4016,0.0,0.0,175265.0
4016,dem4017,0.0,0.0,3477.0
4017,dem4018,0.0,0.0,121892.0
4018,dem4019,0.0,0.0,6422.0
4019,dem4020,0.0,0.0,11601.0
4020,dem4021,0.0,0.0,4531.0
4021,dem4022,0.0,0.0,38162.0
4022,dem4023,0.0,0.0,11371.0
4023,dem4024,0.0,0.0,19700.0
4024,dem4025,0.0,0.0,5639.0
4025,dem4026,0.0,0.0,10332.0
4026,dem4027,0.0,0.0,4450.0
4027,dem4028,0.0,0.0,4593.0
4028,dem4029,0.0,0.0,10058.0
4029,dem4030,0.0,0.0,108447.0
4030,dem4031,0.0,0.0,4315.0
4031,dem4032,0.0,0.0,30374.0
4032,dem4033,0.0,0.0,25004.0
4033,dem4034,0.0,0.0,38342.0
4034,dem4035,0.0,0.0,4424.0
4035,dem4036,0.0,0.0,2331.0
4036,dem4037,0.0,0.0,28687.0
4037,dem4038,0.0,0.0,270579.0
4038,dem4039,0.0,0.0,3238.0
4039,dem4040,0.0,0.0,8488.0
4040,dem4041,0.0,0.0,7011.0
4041,dem4042,0.0,0.0,176323.0
4042,dem4043,0.0,0.0,4887.0
4043,dem4044,0.0,0.0,9218.0
4044,dem4045,0.0,0.0,1990.0
4045,dem4046,0.0,0.0,1825.0
4046,dem4047,0.0,0.0,144964.0
4047,dem4048,0.0,0.0,18656.0
4048,dem4049,0.0,0.0,21130.0
4049,dem4050,0.0,0.0,22219.0
4050,dem4051,0.0,0.0,6829.0
4051,dem4052,0.0,0.0,13064.0
4052,dem4053,0.0,0.0,111827.0
4053,dem4054,0.0,0.0,19064.0
4054,dem4055,0.0,0.0,41674.0
4055,dem4056,0.0,0.0,59119.0
4056,dem4057,0.0,0.0,70770.0
4057,dem4058,0.0,0.0,345252.0
4058,dem4059,0.0,0.0,15031.0
4059,dem4060,0.0,0.0,38522.0
4060,dem4061,0.0,0.0,32216.0
4061,dem4062,0.0,0.0,100521.0
4062,dem4063,0.0,0.0,66228.0
4063,dem4064,0.0,0.0,42296.0
4064,dem4065,0.0,0.0,10671.0
4065,dem4066,0.0,0.0,7028.0
4066,dem4067,0.0,0.0,161517.0
4067,dem4068,0.0,0.0,31239.0
4068,dem4069,0.0,0.0,20204.0
4069,dem4070,0.0,0.0,14062.0
4070,dem4071,0.0,0.0,9113.0
4071,dem4072,0.0,0.0,7573.0
4072,dem4073,0.0,0.0,9309.0
4073,dem4074,0.0,0.0,9571.0
4074,dem4075,0.0,0.0,7874.0
4075,dem4076,0.0,0.0,9765.0
4076,dem4077,0.0,0.0,15059.0
4077,dem4078,0.0,0.0,26737.0
4078,dem4079,0.0,0.0,8092.0
4079,dem4080,0.0,0.0,6908.0
4080,dem4081,0.0,0.0,6911.0
4081,dem4082,0.0,0.0,7628.0
4082,dem4083,0.0,0.0,22180.0
4083,dem4084,0.0,0.0,5630.0
4084,dem4085,0.0,0.0,7538.0
4085,dem4086,0.0,0.0,73695.0
4086,dem4087,0.0,0.0,3955.0
4087,dem4088,0.0,0.0,279730.0
4088,dem4089,0.0,0.0,340150.0
4089,dem4090,0.0,0.0,61321.0
4090,dem4091,0.0,0.0,5947.0
4091,dem4092,0.0,0.0,12848.0
4092,dem4093,0.0,0.0,16790.0
4093,dem4094,0.0,0.0,18619.0
4094,dem4095,0.0,0.0,10864.0
4095,dem4096,0.0,0.0,21969.0
4096,dem4097,0.0,0.0,5671.0
4097,dem4098,0.0,0.0,3443.0
4098,dem4099,0.0,0.0,12161.0
4099,dem4100,0.0,0.0,57640.0
4100,dem4101,0.0,0.0,12291.0
4101,dem4102,0.0,0.0,8928.0
4102,dem4103,0.0,0.0,8139.0
4103,dem4104,0.0,0.0,20070.0
4104,dem4105,0.0,0.0,26695.0
4105,dem4106,0.0,0.0,13994.0
4106,dem4107,0.0,0.0,45058.0
4107,dem4108,0.0,0.0,43379.0
4108,dem4109,0.0,0.0,34032.0
4109,dem4110,0.0,0.0,18410.0
4110,dem4111,0.0,0.0,13127.0
4111,dem4112,0.0,0.0,266738.0
4112,dem4113,0.0,0.0,20935.0
4113,dem4114,0.0,0.0,28289.0
4114,dem4115,0.0,0.0,15919.0
4115,dem4116,0.0,0.0,70597.0
4116,dem4117,0.0,0.0,110687.0
4117,dem4118,0.0,0.0,43397.0
4118,dem4119,0.0,0.0,51070.0
4119,dem4120,0.0,0.0,48441.0
4120,dem4121,0.0,0.0,17613.0
4121,dem4122,0.0,0.0,75310.0
4122,dem4123,0.0,0.0,12318.0
4123,dem4124,0.0,0.0,230370.0
4124,dem4125,0.0,0.0,16677.0
4125,dem4126,0.0,0.0,16110.0
4126,dem4127,0.0,0.0,10631.0
4127,dem4128,0.0,0.0,15938.0
4128,dem4129,0.0,0.0,82725.0
4129,dem4130,0.0,0.0,38363.0
4130,dem4131,0.0,0.0,33020.0
4131,dem4132,0.0,0.0,37642.0
4132,dem4133,0.0,0.0,18477.0
4133,dem4134,0.0,0.0,160820.0
4134,dem4135,0.0,0.0,1276616.0
4135,dem4136,0.0,0.0,23041.0
4136,dem4137,0.0,0.0,28351.0
4137,dem4138,0.0,0.0,43045.0
4138,dem4139,0.0,0.0,34672.0
4139,dem4140,0.0,0.0,54135.0
4140,dem4141,0.0,0.0,11705.0
4141,dem4142,0.0,0.0,15802.0
4142,dem4143,0.0,0.0,5403.0
4143,dem4144,0.0,0.0,14156.0
4144,dem4145,0.0,0.0,27776.0
4145,dem4146,0.0,0.0,21288.0
4146,dem4147,0.0,0.0,135546.0
4147,dem4148,0.0,0.0,36034.0
4148,dem4149,0.0,0.0,9210.0
4149,dem4150,0.0,0.0,12909.0
4150,dem4151,0.0,0.0,15844.0
4151,dem4152,0.0,0.0,8253.0
4152,dem4153,0.0,0.0,8428.0
4153,dem4154,0.0,0.0,37578.0
4154,dem4155,0.0,0.0,10527.0
4155,dem4156,0.0,0.0,1320.0
4156,dem4157,0.0,0.0,29020.0
4157,dem4158,0.0,0.0,44771.0
4158,dem4159,0.0,0.0,14499.0
4159,dem4160,0.0,0.0,17189.0
4160,dem4161,0.0,0.0,9653.0
4161,dem4162,0.0,0.0,13244.0
4162,dem4163,0.0,0.0,7981.0
4163,dem4164,0.0,0.0,7641.0
4164,dem4165,0.0,0.0,235067.0
4165,dem4166,0.0,0.0,18267.0
4166,dem4167,0.0,0.0,31619.0
4167,dem4168,0.0,0.0,65252.0
4168,dem4169,0.0,0.0,6722.0
4169,dem4170,0.0,0.0,25304.0
4170,dem4171,0.0,0.0,54027.0
4171,dem4172,0.0,0.0,5593.0
4172,dem4173,0.0,0.0,23737.0
4173,dem4174,0.0,0.0,120374.0
4174,dem4175,0.0,0.0,21022.0
4175,dem4176,0.0,0.0,32648.0
4176,dem4177,0.0,0.0,9977.0
4177,dem4178,0.0,0.0,8813.0
4178,dem4179,0.0,0.0,143552.0
4179,dem4180,0.0,0.0,29250.0
4180,dem4181,0.0,0.0,15305.0
4181,dem4182,0.0,0.0,5494.0
4182,dem4183,0.0,0.0,12991.0
4183,dem4184,0.0,0.0,12058.0
4184,dem4185,0.0,0.0,6773.0
4185,dem4186,0.0,0.0,46141.0
4186,dem4187,0.0,0.0,16494.0
4187,dem4188,0.0,0.0,26922.0
4188,dem4189,0.0,0.0,1869369.0
4189,dem4190,0.0,0.0,17334.0
4190,dem4191,0.0,0.0,26008.0
4191,dem4192,0.0,0.0,23370.0
4192,dem4193,0.0,0.0,40412.0
4193,dem4194,0.0,0.0,5763.0
4194,dem4195,0.0,0.0,16007.0
4195,dem4196,0.0,0.0,25582.0
4196,dem4197,0.0,0.0,117400.0
4197,dem4198,0.0,0.0,38640.0
4198,dem4199,0.0,0.0,5724.0
4199,dem4200,0.0,0.0,298701.0
4200,dem4201,0.0,0.0,7315.0
4201,dem4202,0.0,0.0,7207.0
4202,dem4203,0.0,0.0,28950.0
4203,dem4204,0.0,0.0,7620.0
4204,dem4205,0.0,0.0,15889.0
4205,dem4206,0.0,0.0,4690.0
4206,dem4207,0.0,0.0,54042.0
4207,dem4208,0.0,0.0,97286.0
4208,dem4209,0.0,0.0,63763.0
4209,dem4210,0.0,0.0,18650.0
4210,dem4211,0.0,0.0,16726.0
4211,dem4212,0.0,0.0,56133.0
4212,dem4213,0.0,0.0,18659.0
4213,dem4214,0.0,0.0,18786.0
4214,dem4215,0.0,0.0,41814.0
4215,dem4216,0.0,0.0,8625.0
4216,dem4217,0.0,0.0,5735.0
4217,dem4218,0.0,0.0,22973.0
4218,dem4219,0.0,0.0,13335.0
4219,dem4220,0.0,0.0,19763.0
4220,dem4221,0.0,0.0,9713.0
4221,dem4222,0.0,0.0,8500.0
4222,dem4223,0.0,0.0,20100.0
4223,dem4224,0.0,0.0,10352.0
4224,dem4225,0.0,0.0,27028.0
4225,dem4226,0.0,0.0,2815.0
4226,dem4227,0.0,0.0,45817.0
4227,dem4228,0.0,0.0,14233.0
4228,dem4229,0.0,0.0,16371.0
